05004,BEELERS HAM SLICED,.415,$10.99,$4.56,,,,,,,,,
234,BELG SHRED PARMESAN,.330,$9.99,$3.30,,,,,,,,,
94060,BROCCOLI,.740,$2.99,$2.21,,,,,,,,,
94094,CARROT BUNCH,1.000,$2.69,$2.69,,,,,,,,,
3029,FIG BAR RASPBERRY,.340,$6.29,$2.14,,,,,,,,,
94131,APPLE FUJI,1.310,$1.19,$1.56,,,,,,,,,
,Cash,,,$41.76,,,,,,,,,
,SUBTOTAL,,,$41.76,,,,,,,,,
,TOTAL,,,$41.76,,,,,,,,,
,TOTAL TENDERED,,,$41.76,,,,,,,,,
,Change,,,$.00,,,,,,,,,
Store :,RS1    FAC_RS1 (South)                                             ,Cashier :,2167 : SARAH,Terminal :,6 : POS6                          ,Receipt Number :,68823,Invoice Number :,RS106068823,Start :,01/03/2016 02:49:27 PM,End : ,01/03/2016 02:50:11 PM
Item ID,Receipt Alias,Quantity Sold,Unit Price,Extended Price,,,,,,,,,
794522909001,TAZO GIANT PEACH TEA,1.000,$1.69,$1.69,,,,,,,,,
817670010341,AE BLACK TRUFFLE,1.000,$.89,$.89,,,,,,,,,
00044,STRING CHEESE,.212,$4.99,$1.06,,,,,,,,,
042175198656,BS COLA SODA SGL,1.000,$.67,$.67,,,,,,,,,
62,6 PK BOTTLE DEPOSIT,.167,$.30,$.05,,,,,,,,,
079565000985,CHAND SANDALWOOD SOA,1.000,$1.59,$1.59,,,,,,,,,
079565000992,CHAN AYURVEDA SOAP,1.000,$1.19,$1.19,,,,,,,,,
027275400014,AM SAND/TUMERC SOAP,1.000,$2.99,$2.99,,,,,,,,,
Store :,RS1    FAC_RS1 (South)                                             ,Cashier :,2167 : SARAH,Terminal :,6 : POS6                          ,Receipt Number :,68823,Invoice Number :,RS106068823,Start :,01/03/2016 02:49:27 PM,End : ,01/03/2016 02:50:11 PM
Item ID,Receipt Alias,Quantity Sold,Unit Price,Extended Price,,,,,,,,,
817670010341,AE BLACK TRUFFLE,1.000,$.89,$.89,,,,,,,,,
,Credit Card,,,$11.02,,,,,,,,,
,SUBTOTAL,,,$11.02,,,,,,,,,
,TOTAL,,,$11.02,,,,,,,,,
,TOTAL TENDERED,,,$11.02,,,,,,,,,
,Change,,,$.00,,,,,,,,,
,Amount: 11.02,,,,,,,,,,,,
,Approval #: 386323,,,,,,,,,,,,
,Date: 1/3/16 2:50:11 PM PST,,,,,,,,,,,,
,Reference #: 0167,,,,,,,,,,,,
Store :,RS1    FAC_RS1 (South)                                             ,Cashier :,2092 : zzDaisy,Terminal :,1 : POS1                          ,Receipt Number :,65221,Invoice Number :,RS101065221,Start :,01/03/2016 02:50:11 PM,End : ,01/03/2016 02:50:37 PM
Item ID,Receipt Alias,Quantity Sold,Unit Price,Extended Price,,,,,,,,,
042563001544,WS CORN,1.000,$1.99,$1.99,,,,,,,,,
042563001629,WS GREEN PEAS,1.000,$2.19,$2.19,,,,,,,,,
042563001544,WS CORN,1.000,$1.99,$1.99,,,,,,,,,
042563001629,WS GREEN PEAS,1.000,$2.19,$2.19,,,,,,,,,
00117,GREENBANK SHP RAW CH,.710,$7.99,$5.67,,,,,,,,,
019815530558,DE CASA MEDIUM SALSA,1.000,$2.39,$2.39,,,,,,,,,
015839008257,GOE PARTY SIZE YELLO,1.000,$3.99,$3.99,,,,,,,,,
,DISC STAFF 15%,,,($.30),,,,,,,,,
,DISC STAFF 15%,,,($.33),,,,,,,,,
,DISC STAFF 15%,,,($.30),,,,,,,,,
,DISC STAFF 15%,,,($.33),,,,,,,,,
,DISC STAFF 15%,,,($.86),,,,,,,,,
,DISC STAFF 15%,,,($.36),,,,,,,,,
,DISC STAFF 15%,,,($.60),,,,,,,,,
,Cash,,,$20.00,,,,,,,,,
,SUBTOTAL,,,$17.33,,,,,,,,,
,TOTAL,,,$17.33,,,,,,,,,
,TOTAL TENDERED,,,$20.00,,,,,,,,,
,Change,,,$2.67,,,,,,,,,
Store :,RS1    FAC_RS1 (South)                                             ,Cashier :,2167 : SARAH,Terminal :,6 : POS6                          ,Receipt Number :,68824,Invoice Number :,RS106068824,Start :,01/03/2016 02:50:18 PM,End : ,01/03/2016 02:50:55 PM
Item ID,Receipt Alias,Quantity Sold,Unit Price,Extended Price,,,,,,,,,
01207,ANGELINE SCONE MARIO,1.000,$2.29,$2.29,,,,,,,,,
854615002139,BRF LEAFY KALE HOT,1.000,$3.99,$3.99,,,,,,,,,
657622212948,HONEST TEA MRCCN MNT,1.000,$1.39,$1.39,,,,,,,,,
161,FA SOUP TO GO 16OZ,1.000,$4.49,$4.49,,,,,,,,,
742535021005,EARTH WATER 1L,1.000,$1.29,$1.29,,,,,,,,,
48,5¢ BOTTLE DEPOSIT GROCERY,1.000,$.05,$.05,,,,,,,,,
,Cash,,,$20.00,,,,,,,,,
,SUBTOTAL,,,$13.50,,,,,,,,,
,TOTAL,,,$13.50,,,,,,,,,
,TOTAL TENDERED,,,$20.00,,,,,,,,,
,Change,,,$6.50,,,,,,,,,
Store :,RS1    FAC_RS1 (South)                                             ,Cashier :,2092 : zzDaisy,Terminal :,1 : POS1                          ,Receipt Number :,65222,Invoice Number :,RS101065222,Start :,01/03/2016 02:51:39 PM,End : ,01/03/2016 02:51:47 PM
Item ID,Receipt Alias,Quantity Sold,Unit Price,Extended Price,,,,,,,,,
307,FA COOKIE,2.000,$1.50,$3.00,,,,,,,,,
,Cash,,,$5.00,,,,,,,,,
,SUBTOTAL,,,$3.00,,,,,,,,,
,TOTAL,,,$3.00,,,,,,,,,
,TOTAL TENDERED,,,$5.00,,,,,,,,,
,Change,,,$2.00,,,,,,,,,
Store :,RS1    FAC_RS1 (South)                                             ,Cashier :,2166 : zzJacob,Terminal :,3 : POS3                          ,Receipt Number :,64558,Invoice Number :,RS103064558,Start :,01/03/2016 02:49:22 PM,End : ,01/03/2016 02:52:14 PM
Item ID,Receipt Alias,Quantity Sold,Unit Price,Extended Price,,,,,,,,,
94889,CILANTRO,1.000,$1.49,$1.49,,,,,,,,,
02315,FA SOUP TO GO QUART,.800,$7.49,$5.99,,,,,,,,,
725342290536,MG FIRE DICE TOMATOE,1.000,$3.29,$3.29,,,,,,,,,
5200,BOUQUET CUT FLOWERS,2.000,$12.99,$25.98,,,,,,,,,
019815530015,CARMEN SNACK TORTILL,1.000,$1.79,$1.79,,,,,,,,,
94627,KALE BLACK ITALIAN,1.000,$2.79,$2.79,,,,,,,,,
94088,PEPPER BELL RED,.590,$2.99,$1.76,,,,,,,,,
024182002539,EDEN BLK BEANS,1.000,$2.59,$2.59,,,,,,,,,
024182002539,EDEN BLK BEANS,1.000,$2.59,$2.59,,,,,,,,,
725342290536,MG FIRE DICE TOMATOE,1.000,$3.29,$3.29,,,,,,,,,
94749,SPINACH LOOSE,.550,$8.99,$4.94,,,,,,,,,
093966000337,OVAL HALF&HALF QT,1.000,$3.99,$3.99,,,,,,,,,
Store :,RS1    FAC_RS1 (South)                                             ,Cashier :,2166 : zzJacob,Terminal :,3 : POS3                          ,Receipt Number :,64558,Invoice Number :,RS103064558,Start :,01/03/2016 02:49:22 PM,End : ,01/03/2016 02:52:14 PM
Item ID,Receipt Alias,Quantity Sold,Unit Price,Extended Price,,,,,,,,,
00108,GM MANCHEGO 1 YEAR,.490,$20.49,$10.04,,,,,,,,,
093966000337,OVAL HALF&HALF QT,1.000,$3.99,$3.99,,,,,,,,,
1616,LENTILS FR GREEN,1.360,$2.19,$2.98,,,,,,,,,
94948,HAZELNUT RAW BAG,1.000,$8.99,$8.99,,,,,,,,,
94068,ONION GREEN/SCALLION,1.000,$.99,$.99,,,,,,,,,
162,FA SOUP TO GO 32OZ,1.000,$7.49,$7.49,,,,,,,,,
94610,GARLIC DRY,.100,$5.99,$.60,,,,,,,,,
2273,CHILI FLKS OG,.060,$13.99,$.84,,,,,,,,,
94693,PEPPER JALAPENO,.100,$6.99,$.70,,,,,,,,,
059080215026,PLANET DISHWASHER PAC FC 12.7OZ,1.000,$6.59,$6.59,,,,,,,,,
059080215026,PLANET DISHWASHER PAC FC 12.7OZ,1.000,$6.59,$6.59,,,,,,,,,
,Credit Card,,,$110.29,,,,,,,,,
,SUBTOTAL,,,$110.29,,,,,,,,,
,TOTAL,,,$110.29,,,,,,,,,
,TOTAL TENDERED,,,$110.29,,,,,,,,,
,Change,,,$.00,,,,,,,,,
,Amount: 110.29,,,,,,,,,,,,
,Approval #: 053682,,,,,,,,,,,,
,Date: 1/3/16 2:52:14 PM PST,,,,,,,,,,,,
,Reference #: 0168,,,,,,,,,,,,
,Signature Captured,,,,,,,,,,,,
Store :,RS1    FAC_RS1 (South)                                             ,Cashier :,2167 : SARAH,Terminal :,6 : POS6                          ,Receipt Number :,68825,Invoice Number :,RS106068825,Start :,01/03/2016 02:51:18 PM,End : ,01/03/2016 02:52:54 PM
Item ID,Receipt Alias,Quantity Sold,Unit Price,Extended Price,,,,,,,,,
087224007602,MELILLO DRY MARSALA,1.000,$10.29,$10.29,,,,,,,,,
,* * * Age Verified 21,,,,,,,,,,,,
018673551514,LOCH ORANGE JUICE,1.000,$2.79,$2.79,,,,,,,,,
714360727841,LP JAM JAR 324 ML,1.000,$1.99,$1.99,,,,,,,,,
714360727841,LP JAM JAR 324 ML,1.000,$1.99,$1.99,,,,,,,,,
714360727841,Removed >> LP JAM JAR 324 ML,(1.000),$1.99,($1.99),,,,,,,,,
023547400553,MM MELLOW WHITE MISO,1.000,$5.79,$5.79,,,,,,,,,
089836185327,SO OG VANILLA EXTRAC,1.000,$9.29,$9.29,,,,,,,,,
714360727841,LP JAM JAR 324 ML,1.000,$1.99,$1.99,,,,,,,,,
714360727841,Removed >> LP JAM JAR 324 ML,(1.000),$1.99,($1.99),,,,,,,,,
3996,HONEY BEETANICAL,.910,$4.99,$4.54,,,,,,,,,
Store :,RS1    FAC_RS1 (South)                                             ,Cashier :,2167 : SARAH,Terminal :,6 : POS6                          ,Receipt Number :,68825,Invoice Number :,RS106068825,Start :,01/03/2016 02:51:18 PM,End : ,01/03/2016 02:52:54 PM
Item ID,Receipt Alias,Quantity Sold,Unit Price,Extended Price,,,,,,,,,
,Credit Card,,,$34.69,,,,,,,,,
,SUBTOTAL,,,$34.69,,,,,,,,,
,TOTAL,,,$34.69,,,,,,,,,
,TOTAL TENDERED,,,$34.69,,,,,,,,,
,Change,,,$.00,,,,,,,,,
,Amount: 34.69,,,,,,,,,,,,
,Approval #: 065305,,,,,,,,,,,,
,Date: 1/3/16 2:52:54 PM PST,,,,,,,,,,,,
,Reference #: 0169,,,,,,,,,,,,
,Signature Captured,,,,,,,,,,,,
Store :,RS1    FAC_RS1 (South)                                             ,Cashier :,2128 : zzDonovan,Terminal :,4 : POS4                          ,Receipt Number :,59252,Invoice Number :,RS104059252,Start :,01/03/2016 02:50:25 PM,End : ,01/03/2016 02:53:34 PM
Item ID,Receipt Alias,Quantity Sold,Unit Price,Extended Price,,,,,,,,,
94062,CUCUMBER,1.620,$3.99,$6.46,,,,,,,,,
94060,BROCCOLI,1.610,$2.99,$4.81,,,,,,,,,
94587,CHARD,1.000,$1.99,$1.99,,,,,,,,,
00582,FA SESAME TEMPEH,.250,$8.99,$2.25,,,,,,,,,
00152,FA FALAFEL,.345,$7.99,$2.76,,,,,,,,,
857554005070,MIYOKO ENGLISH SMKD FARMHOUSE,1.000,$12.29,$12.29,,,,,,,,,
782126003058,NC PADS ULTRA WINGS,1.000,$3.99,$3.99,,,,,,,,,
782126003065,NATRA PANTY SHIELDS,1.000,$2.39,$2.39,,,,,,,,,
782126003058,NC PADS ULTRA WINGS,1.000,$3.99,$3.99,,,,,,,,,
749985035118,AUBR HNYSKL SHAMPOO,1.000,$11.69,$11.69,,,,,,,,,
749985051118,AUBR HNYSKL ROSE CON,1.000,$12.19,$12.19,,,,,,,,,
085178001172,RADIUS TOTZ PLUS TBRUSH SOFT,1.000,$2.50,$2.50,,,,,,,,,
637792503602,TTT MOUTHWASH W/TTO,1.000,$5.69,$5.69,,,,,,,,,
726635121148,YS RAW MANUKA HONEY,1.000,$26.89,$26.89,,,,,,,,,
854049002088,ACURE CHAM CARROT DA,1.000,$17.59,$17.59,,,,,,,,,
4001638090865,WEL SALT TPASTE SM,1.000,$1.99,$1.99,,,,,,,,,
840749014018,MINRL PWDR FOUND WARM 2,1.000,$27.29,$27.29,,,,,,,,,
780872008334,C/P GOOD BUDDY JERKY,1.000,$4.79,$4.79,,,,,,,,,
780872008334,C/P GOOD BUDDY JERKY,1.000,$4.79,$4.79,,,,,,,,,
1604,PEAS BLACKEYED OG,1.620,$2.59,$4.20,,,,,,,,,
041954000074,ZAND LOZENGE LEMON H,1.000,$2.29,$2.29,,,,,,,,,
041954000074,ZAND LOZENGE LEMON H,1.000,$2.29,$2.29,,,,,,,,,
Store :,RS1    FAC_RS1 (South)                                             ,Cashier :,2128 : zzDonovan,Terminal :,4 : POS4                          ,Receipt Number :,59252,Invoice Number :,RS104059252,Start :,01/03/2016 02:50:25 PM,End : ,01/03/2016 02:53:34 PM
Item ID,Receipt Alias,Quantity Sold,Unit Price,Extended Price,,,,,,,,,
031493060851,RUDI ENG MUFFIN MULT,1.000,$3.89,$3.89,,,,,,,,,
94225,AVOCADO HASS,1.000,$2.00,$2.00,,,,,,,,,
,Mfr. Coupon 0749985-010020,,,($1.50),,,,,,,,,
540749000874,Mfr. Coupon 040749-000000,,,($3.00),,,,,,,,,
,Mfr. Coupon 0749985-010020,,,($1.50),,,,,,,,,
,Credit Card,,,$148.82,,,,,,,,,
,SUBTOTAL,,,$148.82,,,,,,,,,
,TOTAL,,,$148.82,,,,,,,,,
,TOTAL TENDERED,,,$148.82,,,,,,,,,
,Change,,,$.00,,,,,,,,,
,Amount: 148.82,,,,,,,,,,,,
,Approval #: 00729D,,,,,,,,,,,,
,Date: 1/3/16 2:53:34 PM PST,,,,,,,,,,,,
,Reference #: 070299,,,,,,,,,,,,
,Signature Captured,,,,,,,,,,,,
,Owner Sale Day,,,($16.19),,,,,,,,,
Store :,RS1    FAC_RS1 (South)                                             ,Cashier :,2167 : SARAH,Terminal :,6 : POS6                          ,Receipt Number :,68826,Invoice Number :,RS106068826,Start :,01/03/2016 02:53:05 PM,End : ,01/03/2016 02:53:46 PM
Item ID,Receipt Alias,Quantity Sold,Unit Price,Extended Price,,,,,,,,,
03228,FA QUESADILLA YAM BL,.155,$8.99,$1.39,,,,,,,,,
556,FA RICE SCOOP,1.000,$.49,$.49,,,,,,,,,
,Cash,,,$2.00,,,,,,,,,
,SUBTOTAL,,,$1.88,,,,,,,,,
,TOTAL,,,$1.88,,,,,,,,,
,TOTAL TENDERED,,,$2.00,,,,,,,,,
,Change,,,$.12,,,,,,,,,
Store :,RS1    FAC_RS1 (South)                                             ,Cashier :,2167 : SARAH,Terminal :,6 : POS6                          ,Receipt Number :,68827,Invoice Number :,RS106068827,Start :,01/03/2016 02:53:58 PM,End : ,01/03/2016 02:54:34 PM
Item ID,Receipt Alias,Quantity Sold,Unit Price,Extended Price,,,,,,,,,
093966000146,OV MILK WHOLE GALLON,1.000,$6.99,$6.99,,,,,,,,,
Store :,RS1    FAC_RS1 (South)                                             ,Cashier :,2167 : SARAH,Terminal :,6 : POS6                          ,Receipt Number :,68827,Invoice Number :,RS106068827,Start :,01/03/2016 02:53:58 PM,End : ,01/03/2016 02:54:34 PM
Item ID,Receipt Alias,Quantity Sold,Unit Price,Extended Price,,,,,,,,,
1980,PACIF RIVER MUD,.820,$12.69,$10.41,,,,,,,,,
00581,FA EGG SALAD,.509,$5.99,$3.05,,,,,,,,,
073588206225,STIEBRS BROWN EGGS,1.000,$2.29,$2.29,,,,,,,,,
,Debit Card,,,$22.74,,,,,,,,,
,SUBTOTAL,,,$22.74,,,,,,,,,
,TOTAL,,,$22.74,,,,,,,,,
,TOTAL TENDERED,,,$22.74,,,,,,,,,
,Change,,,$.00,,,,,,,,,
,Amount: 22.74,,,,,,,,,,,,
,Date: 1/3/16 2:54:34 PM PST,,,,,,,,,,,,
,Reference #: 0170,,,,,,,,,,,,
Store :,RS1    FAC_RS1 (South)                                             ,Cashier :,2092 : zzDaisy,Terminal :,1 : POS1                          ,Receipt Number :,65223,Invoice Number :,RS101065223,Start :,01/03/2016 02:54:35 PM,End : ,01/03/2016 02:54:55 PM
Item ID,Receipt Alias,Quantity Sold,Unit Price,Extended Price,,,,,,,,,
307,FA COOKIE,2.000,$1.50,$3.00,,,,,,,,,
307,FA COOKIE,2.000,$1.50,$3.00,,,,,,,,,
034151651071,CHRIS LARGE AA EGGS,1.000,$3.19,$3.19,,,,,,,,,
,Cash,,,$20.00,,,,,,,,,
,SUBTOTAL,,,$9.19,,,,,,,,,
,TOTAL,,,$9.19,,,,,,,,,
,TOTAL TENDERED,,,$20.00,,,,,,,,,
,Change,,,$10.81,,,,,,,,,
Store :,RS1    FAC_RS1 (South)                                             ,Cashier :,2167 : SARAH,Terminal :,6 : POS6                          ,Receipt Number :,68828,Invoice Number :,RS106068828,Start :,01/03/2016 02:54:46 PM,End : ,01/03/2016 02:56:02 PM
Item ID,Receipt Alias,Quantity Sold,Unit Price,Extended Price,,,,,,,,,
021834593131,HEMPLER PEPPER BACON,1.000,$5.19,$5.19,,,,,,,,,
00212,SALEMVILLE AMISH BLU,.365,$7.29,$2.66,,,,,,,,,
013562610020,ANNIE MAC CHS GF,1.000,$4.99,$4.99,,,,,,,,,
890741000601,TT SARACHEE SAUCE,1.000,$7.69,$7.69,,,,,,,,,
,Suspend by Sarah @ 03-Jan-16 2:55:08 PM,,,,,,,,,,,,
Store :,RS1    FAC_RS1 (South)                                             ,Cashier :,2167 : SARAH,Terminal :,6 : POS6                          ,Receipt Number :,68828,Invoice Number :,RS106068828,Start :,01/03/2016 02:54:46 PM,End : ,01/03/2016 02:56:02 PM
Item ID,Receipt Alias,Quantity Sold,Unit Price,Extended Price,,,,,,,,,
,Resumed by Sarah @ 03-Jan-16 2:55:14 PM,,,,,,,,,,,,
084114009944,KETTLE NY CHEDD CHPS,1.000,$2.99,$2.99,,,,,,,,,
,DISC BOARD 15%,,,($.78),,,,,,,,,
,DISC BOARD 15%,,,($.40),,,,,,,,,
,DISC BOARD 15%,,,($.75),,,,,,,,,
,DISC BOARD 15%,,,($1.16),,,,,,,,,
,DISC BOARD 15%,,,($.45),,,,,,,,,
,Debit Card,,,$19.98,,,,,,,,,
,SUBTOTAL,,,$19.98,,,,,,,,,
,TOTAL,,,$19.98,,,,,,,,,
,TOTAL TENDERED,,,$19.98,,,,,,,,,
,Change,,,$.00,,,,,,,,,
,Amount: 19.98,,,,,,,,,,,,
,Date: 1/3/16 2:56:02 PM PST,,,,,,,,,,,,
,Reference #: 0171,,,,,,,,,,,,
Store :,RS1    FAC_RS1 (South)                                             ,Cashier :,2167 : SARAH,Terminal :,6 : POS6                          ,Receipt Number :,68829,Invoice Number :,RS106068829,Start :,01/03/2016 02:56:44 PM,End : ,01/03/2016 02:56:53 PM
Item ID,Receipt Alias,Quantity Sold,Unit Price,Extended Price,,,,,,,,,
051381911324,AC ESS OIL PEPPERMNT,1.000,$7.99,$7.99,,,,,,,,,
,Cash,,,$10.00,,,,,,,,,
,SUBTOTAL,,,$7.99,,,,,,,,,
,TOTAL,,,$7.99,,,,,,,,,
,TOTAL TENDERED,,,$10.00,,,,,,,,,
,Change,,,$2.01,,,,,,,,,
Store :,RS1    FAC_RS1 (South)                                             ,Cashier :,2167 : SARAH,Terminal :,6 : POS6                          ,Receipt Number :,68830,Invoice Number :,RS106068830,Start :,01/03/2016 02:59:06 PM,End : ,01/03/2016 03:00:37 PM
Item ID,Receipt Alias,Quantity Sold,Unit Price,Extended Price,,,,,,,,,
021908812625,FSTG CHIPS MULTIGRN,1.000,$3.39,$3.39,,,,,,,,,
032917001641,TM ORG GINGER T,1.000,$4.89,$4.89,,,,,,,,,
041617002254,RUMFD BAKING POWDER,1.000,$3.19,$3.19,,,,,,,,,
Store :,RS1    FAC_RS1 (South)                                             ,Cashier :,2167 : SARAH,Terminal :,6 : POS6                          ,Receipt Number :,68830,Invoice Number :,RS106068830,Start :,01/03/2016 02:59:06 PM,End : ,01/03/2016 03:00:37 PM
Item ID,Receipt Alias,Quantity Sold,Unit Price,Extended Price,,,,,,,,,
784830000828,STRAUS WM VANILLA QT,1.000,$4.69,$4.69,,,,,,,,,
784830001771,STRAUS YOGURT POM BL,1.000,$4.69,$4.69,,,,,,,,,
94304,LEMON MEYER,.280,$3.99,$1.12,,,,,,,,,
94816,POTATO SWEET YAM GARNET,1.030,$1.99,$2.05,,,,,,,,,
162,FA SOUP TO GO 32OZ,1.000,$7.49,$7.49,,,,,,,,,
649,FA COMBINED FOOD BAR,.740,$8.99,$6.65,,,,,,,,,
699,FA SALAD BAR,.800,$8.99,$7.19,,,,,,,,,
,Debit Card,,,$45.35,,,,,,,,,
,SUBTOTAL,,,$45.35,,,,,,,,,
,TOTAL,,,$45.35,,,,,,,,,
,TOTAL TENDERED,,,$45.35,,,,,,,,,
,Change,,,$.00,,,,,,,,,
,Amount: 45.35,,,,,,,,,,,,
,Date: 1/3/16 3:00:37 PM PST,,,,,,,,,,,,
,Reference #: 0172,,,,,,,,,,,,
Store :,RS1    FAC_RS1 (South)                                             ,Cashier :,2169 : GRACE,Terminal :,6 : POS6                          ,Receipt Number :,68831,Invoice Number :,RS106068831,Start :,01/03/2016 03:00:55 PM,End : ,01/03/2016 03:02:30 PM
Item ID,Receipt Alias,Quantity Sold,Unit Price,Extended Price,,,,,,,,,
02877,FA PAD THAI SALAD,.501,$8.99,$4.50,,,,,,,,,
00698,FA FRIED CHICKEN,.604,$9.69,$5.85,,,,,,,,,
00698,FA FRIED CHICKEN,.550,$9.69,$5.33,,,,,,,,,
042175198601,BS GRAPEFRUIT SODA 6PK,1.000,$3.99,$3.99,,,,,,,,,
62,6 PK BOTTLE DEPOSIT,1.000,$.30,$.30,,,,,,,,,
817670010556,AE SEA SALT TRUFFLE,1.000,$.89,$.89,,,,,,,,,
00117,GREENBANK SHP RAW CH,.770,$7.99,$6.15,,,,,,,,,
853584002010,CB BREAD 7 GRN SAN J,1.000,$4.99,$4.99,,,,,,,,,
895543001078,SONOMA TEFF WRAPS,1.000,$3.99,$3.99,,,,,,,,,
074682103014,RWK APPLE JUICE QT,1.000,$4.49,$4.49,,,,,,,,,
,Credit Card,,,$40.48,,,,,,,,,
,SUBTOTAL,,,$40.48,,,,,,,,,
,TOTAL,,,$40.48,,,,,,,,,
,TOTAL TENDERED,,,$40.48,,,,,,,,,
,Change,,,$.00,,,,,,,,,
,Account #: XXXXXXXXXXXX8813,,,,,,,,,,,,
,Exp Date : 0416,,,,,,,,,,,,
,Amount: 40.48,,,,,,,,,,,,
,Approval #: 554301,,,,,,,,,,,,
,Date: 1/3/16 3:02:29 PM PST,,,,,,,,,,,,
,Reference #: 0173,,,,,,,,,,,,
,Signature Captured,,,,,,,,,,,,
Store :,RS1    FAC_RS1 (South)                                             ,Cashier :,2169 : GRACE,Terminal :,6 : POS6                          ,Receipt Number :,68832,Invoice Number :,RS106068832,Start :,01/03/2016 03:02:36 PM,End : ,01/03/2016 03:03:09 PM
Item ID,Receipt Alias,Quantity Sold,Unit Price,Extended Price,,,,,,,,,
602652170065,NUT DELIGHT BAR,1.000,$1.25,$1.25,,,,,,,,,
602652170065,NUT DELIGHT BAR,1.000,$1.25,$1.25,,,,,,,,,
602652170065,NUT DELIGHT BAR,1.000,$1.25,$1.25,,,,,,,,,
072609736024,JULIE ICECRM CHOCOLA,1.000,$4.89,$4.89,,,,,,,,,
083783000115,SIERRA HIGH ALTITUDE SERIES SGL,3.000,$2.42,$7.27,,,,,,,,,
,* * * Age Verified 21,,,,,,,,,,,,
55,4 PK DEPOSIT,.750,$.20,$.15,,,,,,,,,
93110,ORANGE CARA CARA,1.820,$1.99,$3.62,,,,,,,,,
01129,BULK PEACH SLICES,.170,$14.59,$2.48,,,,,,,,,
,Credit Card,,,$22.16,,,,,,,,,
,SUBTOTAL,,,$22.16,,,,,,,,,
,TOTAL,,,$22.16,,,,,,,,,
,TOTAL TENDERED,,,$22.16,,,,,,,,,
,Change,,,$.00,,,,,,,,,
,Amount: 22.16,,,,,,,,,,,,
,Approval #: 02615A,,,,,,,,,,,,
,Date: 1/3/16 3:03:09 PM PST,,,,,,,,,,,,
,Reference #: 0174,,,,,,,,,,,,
Store :,RS1    FAC_RS1 (South)                                             ,Cashier :,2167 : SARAH,Terminal :,4 : POS4                          ,Receipt Number :,59253,Invoice Number :,RS104059253,Start :,01/03/2016 03:01:43 PM,End : ,01/03/2016 03:03:14 PM
Store :,RS1    FAC_RS1 (South)                                             ,Cashier :,2167 : SARAH,Terminal :,4 : POS4                          ,Receipt Number :,59253,Invoice Number :,RS104059253,Start :,01/03/2016 03:01:43 PM,End : ,01/03/2016 03:03:14 PM
Item ID,Receipt Alias,Quantity Sold,Unit Price,Extended Price,,,,,,,,,
725342291212,MG FIRE DICE SM TOM,1.000,$1.00,$1.00,,,,,,,,,
725342283811,MG DIC ITAL TOM,1.000,$1.00,$1.00,,,,,,,,,
725342269273,MG FR DICED ADOBO TO,1.000,$1.00,$1.00,,,,,,,,,
725342292110,MUIR GLEN FIRE RST D,1.000,$1.00,$1.00,,,,,,,,,
725342260713,MUIR GLEN DICED TOMA,1.000,$1.00,$1.00,,,,,,,,,
94562,CARROT,.800,$1.99,$1.59,,,,,,,,,
00601,FA RST RD PEP HUMMUS,.465,$6.79,$3.16,,,,,,,,,
859686004181,BT DK CHOC PUMPKIN S,1.000,$4.59,$4.59,,,,,,,,,
2548,MANGO ORGANIC,.170,$14.79,$2.51,,,,,,,,,
2260,CAYENNE MILD,.050,$13.99,$.70,,,,,,,,,
073588306208,STIEBR LG WHT EGGS C,1.000,$4.69,$4.69,,,,,,,,,
1961,ZAIDAL SEASONAL BLEND,.770,$8.99,$6.92,,,,,,,,,
94642,SALAD MIX MESCLUN/ASIAN,.300,$9.99,$3.00,,,,,,,,,
,Debit Card,,,$42.16,,,,,,,,,
,SUBTOTAL,,,$32.16,,,,,,,,,
,TOTAL,,,$32.16,,,,,,,,,
,TOTAL TENDERED,,,$42.16,,,,,,,,,
,Change,,,$10.00,,,,,,,,,
,Amount: 42.16,,,,,,,,,,,,
,Date: 1/3/16 3:03:14 PM PST,,,,,,,,,,,,
,Reference #: 070300,,,,,,,,,,,,
Store :,RS1    FAC_RS1 (South)                                             ,Cashier :,2092 : zzDaisy,Terminal :,1 : POS1                          ,Receipt Number :,65224,Invoice Number :,RS101065224,Start :,01/03/2016 02:58:47 PM,End : ,01/03/2016 03:03:23 PM
Item ID,Receipt Alias,Quantity Sold,Unit Price,Extended Price,,,,,,,,,
94094,CARROT BUNCH,2.000,$2.69,$5.38,,,,,,,,,
94643,SALAD MIX 5OZ LOCAL,2.000,$3.99,$7.98,,,,,,,,,
00361,DIVINA DOLMAS,.395,$8.99,$3.55,,,,,,,,,
01832,FA DOUBLE CHOC CAKE FOR TWO WF,1.000,$5.99,$5.99,,,,,,,,,
022506137202,SPECT OG CANOLA OIL,1.000,$11.99,$11.99,,,,,,,,,
94545,BOK CHOY,1.900,$2.99,$5.68,,,,,,,,,
94583,CELERY,1.000,$2.99,$2.99,,,,,,,,,
94094,CARROT BUNCH,1.000,$2.69,$2.69,,,,,,,,,
93618,APPLE OPAL,1.460,$2.49,$3.64,,,,,,,,,
94458,MANDARIN CLEMENTINE,1.160,$2.99,$3.47,,,,,,,,,
94131,APPLE FUJI,3.400,$1.19,$4.05,,,,,,,,,
